,ROC_AUC,ROC_AUC,PR_AUC,PR_AUC
,mean,std,mean,std
feature_set,,,,
Stack-5,0.779,0.0509,0.4601,0.0883
AEF-64,0.7792,0.0333,0.4775,0.0605
AEF-PCA5,0.562,0.0195,0.2413,0.0148
AEF-PCA5+Stack-5,0.7918,0.0481,0.472,0.0845
AEF-64+Stack-5,0.8211,0.0343,0.5177,0.0695
